Lon,Lat,C_K_L_ESM,B_K_L_ESM,U_K_L_ESM
-1,50,0.044742831,0.498811661,0.456445509
-1,52,0.039539844,0.544056944,0.416403212
-1,53,0.036167026,0.584113286,0.379719688
-1,54,0.033839309,0.607431216,0.358729474
-1,55,0.033672515,0.614682304,0.351645182
0,45,0.068357791,0.542537818,0.389104391
0,46,0.066235459,0.53112577,0.402638771
0,47,0.062081867,0.510287997,0.427630136
0,48,0.057936013,0.486206083,0.455857904
0,49,0.051990729,0.480914295,0.467094976
0,50,0.045406517,0.483217756,0.471375728
0,52,0.038572824,0.531902332,0.429524844
0,53,0.034700872,0.596273402,0.369025725
0,54,0.032293541,0.613113395,0.354593064
1,45,0.077007465,0.553683098,0.369309437
1,46,0.074903593,0.545540865,0.379555543
1,47,0.066872113,0.5193341,0.413793787
1,48,0.060298025,0.488084218,0.451617756
1,49,0.053307959,0.463594714,0.483097327
1,50,0.046300051,0.470143283,0.483556666
1,51,0.04084515,0.493737313,0.465417537
1,52,0.037180832,0.530177621,0.432641547
1,53,0.033771496,0.580202368,0.386026136
2,45,0.204688946,0.502781314,0.29252974
2,46,0.201300167,0.495928096,0.302771737
2,47,0.066201227,0.529251514,0.404547259
2,48,0.061882258,0.494664751,0.443452991
2,49,0.053861825,0.460218841,0.485919334
2,50,0.046531032,0.469670231,0.483798738
2,51,0.036388429,0.495008314,0.468603258
3,45,0.186985481,0.510272949,0.30274157
3,46,0.227779287,0.48783621,0.284384503
3,47,0.106776592,0.530642606,0.362580802
3,48,0.114430838,0.491470966,0.394098196
3,49,0.075359086,0.474351479,0.450289435
3,50,0.076629471,0.487974296,0.435396234
3,51,0.069870669,0.495444361,0.43468497
3,52,0.033422003,0.528365928,0.438212069
4,45,0.238912054,0.483263398,0.277824548
4,46,0.226601828,0.496612781,0.276785392
4,47,0.198566731,0.499073324,0.302359946
4,48,0.157269226,0.512789412,0.329941362
4,49,0.114327096,0.519034958,0.366637946
4,50,0.10768176,0.526636184,0.365682056
4,51,0.06431902,0.52504131,0.41063967
4,52,0.042976981,0.555266528,0.401756491
4,53,0.055015505,0.549181699,0.395802796
5,45,0.535877334,0.300429763,0.163692903
5,46,0.244736659,0.482751857,0.272511485
5,47,0.242763276,0.486356148,0.270880576
5,48,0.172252478,0.530667844,0.297079678
5,49,0.141265983,0.549392024,0.309341993
5,50,0.117291465,0.563088036,0.319620499
5,51,0.078509146,0.577704156,0.343786698
5,52,0.056417435,0.588822409,0.354760156
5,53,0.060685092,0.564480758,0.37483415
5,60,0.038428287,0.569262915,0.392308797
5,61,0.120378374,0.533608099,0.346013528
5,62,0.135511238,0.537369305,0.327119457
5,63,0.133261705,0.527719223,0.339019073
6,45,0.725273466,0.167529879,0.107196655
6,46,0.676978696,0.208230804,0.1147905
6,47,0.538779583,0.298730523,0.162489894
6,48,0.278237161,0.487605572,0.234157267
6,49,0.153605257,0.581078846,0.265315898
6,50,0.112786995,0.607152906,0.280060099
6,51,0.088897649,0.640357813,0.270744538
6,52,0.054621979,0.617516601,0.327861419
6,53,0.067301139,0.58378169,0.34891717
6,54,0.0630453,0.556692036,0.380262664
6,59,0.189681904,0.493959109,0.316358987
6,60,0.232585415,0.46308826,0.304326326
6,61,0.248026218,0.456169137,0.295804646
6,62,0.23834985,0.459779091,0.30187106
6,63,0.217816114,0.485524889,0.296658998
7,45,0.406158988,0.349218758,0.244622254
7,46,0.721695907,0.169948166,0.108355927
7,47,0.636060601,0.233234814,0.130704586
7,48,0.245505719,0.505929862,0.24856442
7,49,0.173408012,0.585739628,0.24085236
7,50,0.126101708,0.62599717,0.247901122
7,51,0.094358286,0.646611672,0.259030043
7,52,0.073711829,0.636186552,0.290101619
7,53,0.07105974,0.602516868,0.326423392
7,54,0.066350561,0.572492424,0.361157016
7,59,0.195297828,0.501593638,0.303108534
7,60,0.260648028,0.447596106,0.291755865
7,61,0.268443079,0.45022221,0.281334711
7,62,0.251799157,0.454040986,0.294159857
7,63,0.226766374,0.469151142,0.304082484
8,45,0.152565522,0.500812609,0.346621869
8,46,0.37013955,0.364362857,0.265497593
8,48,0.292408068,0.465548689,0.242043243
8,49,0.299712967,0.501065695,0.199221338
8,50,0.132843296,0.6182258,0.248930904
8,51,0.113900488,0.634784327,0.251315185
8,52,0.09642899,0.642743949,0.260827061
8,53,0.072414642,0.626488548,0.30109681
8,54,0.067561924,0.599223613,0.333214463
8,55,0.06310692,0.575714808,0.361178272
8,56,0.057198098,0.596440976,0.346360926
8,57,0.05103166,0.610324558,0.338643782
8,59,0.169937733,0.543124105,0.286938162
8,60,0.247052156,0.486066162,0.266881682
8,61,0.272658225,0.466607322,0.260734453
8,62,0.229212082,0.450788434,0.319999484
8,63,0.21543461,0.469799352,0.314766038
8,64,0.183938754,0.535959116,0.28010213
9,45,0.359631583,0.374310479,0.266057939
9,46,0.400127621,0.32971486,0.270157519
9,47,0.721489095,0.164910786,0.113600119
9,48,0.541789712,0.297756254,0.160454034
9,49,0.375562938,0.429304872,0.19513219
9,50,0.203208117,0.559373267,0.237418615
9,51,0.200549164,0.577524195,0.221926641
9,52,0.118009188,0.640490224,0.241500588
9,53,0.076687005,0.655885535,0.26742746
9,54,0.067860182,0.650131407,0.282008412
9,55,0.063433642,0.636064588,0.30050177
9,56,0.061548381,0.642982083,0.295469535
9,57,0.062504593,0.662675802,0.274819605
9,58,0.058868037,0.658074568,0.283057395
9,59,0.115450613,0.609745082,0.274804305
9,60,0.183398068,0.559659627,0.256942305
9,61,0.239207066,0.520844894,0.23994804
9,62,0.265075263,0.477978269,0.256946468
9,63,0.211404199,0.48343695,0.305158851
9,64,0.192459845,0.542810837,0.264729319
10,45,0.374919993,0.349748747,0.275331261
10,46,0.717856154,0.148057324,0.134086522
10,47,0.721027744,0.134939986,0.14403227
10,48,0.609636092,0.247108153,0.143255755
10,49,0.394039717,0.399153791,0.206806492
10,50,0.337991884,0.453613783,0.208394334
10,51,0.23598705,0.540183792,0.223829158
10,52,0.127342699,0.633604352,0.239052949
10,53,0.089271508,0.673949647,0.236778845
10,54,0.072959102,0.70194054,0.225100358
10,55,0.062265361,0.708584782,0.229149857
10,56,0.050382346,0.707779221,0.241838433
10,57,0.056008464,0.703711018,0.240280517
10,58,0.056683566,0.696244288,0.247072147
10,60,0.13250151,0.616973297,0.250525193
10,61,0.196371836,0.579063108,0.224565057
10,62,0.250844407,0.518153717,0.231001876
10,63,0.235503108,0.503917929,0.260578963
10,64,0.214254874,0.529847931,0.255897195
10,65,0.193667347,0.546197353,0.2601353
11,45,0.317596481,0.368392957,0.314010562
11,46,0.643239994,0.184628347,0.172131659
11,47,0.729890348,0.146327853,0.123781799
11,48,0.6198613,0.231600133,0.148538567
11,49,0.433977422,0.357934281,0.208088298
11,50,0.401401776,0.3961898,0.202408424
11,51,0.346767998,0.453449773,0.199782229
11,52,0.132742622,0.613265373,0.253992006
11,53,0.106394739,0.660595861,0.2330094
11,54,0.090021209,0.707381776,0.202597015
11,55,0.064324417,0.708868134,0.226807449
11,56,0.057151291,0.726888682,0.215960026
11,58,0.058619377,0.694965024,0.246415599
11,60,0.143326786,0.629299247,0.227373968
11,61,0.184508327,0.595481869,0.220009804
11,62,0.251993075,0.527207032,0.220799893
11,63,0.242987107,0.514567883,0.24244501
11,64,0.22090555,0.535561942,0.243532508
11,65,0.211192108,0.542196333,0.246611559
12,45,0.129453229,0.448915651,0.421631121
12,46,0.310460621,0.33927107,0.350268308
12,47,0.707348797,0.155055361,0.137595842
12,48,0.634352525,0.214393659,0.151253816
12,49,0.448687261,0.334387379,0.21692536
12,50,0.494522282,0.330892396,0.174585322
12,51,0.417286513,0.399482422,0.183231066
12,52,0.163112925,0.583071254,0.253815821
12,53,0.137182331,0.636536169,0.2262815
12,54,0.111685873,0.68347611,0.204838017
12,55,0.084789548,0.72108038,0.194130073
12,56,0.064220706,0.721455994,0.2143233
12,58,0.111954683,0.678582968,0.20946235
12,59,0.126720619,0.658841079,0.214438302
12,60,0.160010649,0.631295225,0.208694126
12,61,0.208617088,0.588628462,0.20275445
12,62,0.260960345,0.529249978,0.209789678
12,63,0.252885643,0.517719257,0.2293951
12,64,0.244206043,0.520384147,0.23540981
12,65,0.232712345,0.530974877,0.236312778
12,66,0.216541297,0.542138427,0.241320276
13,46,0.180362342,0.393763312,0.425874346
13,47,0.691502805,0.158087147,0.150410048
13,48,0.644532633,0.197415771,0.158051597
13,49,0.497348401,0.293482198,0.209169401
13,50,0.506252888,0.319500064,0.174247048
13,51,0.400953734,0.407586454,0.191459813
13,52,0.176363696,0.571753486,0.251882818
13,53,0.154148141,0.618461719,0.22739014
13,54,0.121365782,0.662516796,0.216117421
13,55,0.094524617,0.70110774,0.204367642
13,56,0.082648625,0.696965929,0.220385446
13,57,0.122753487,0.686343879,0.190902634
13,58,0.154640682,0.666162024,0.179197295
13,59,0.153454578,0.658320182,0.18822524
13,60,0.169238013,0.639601139,0.191160848
13,61,0.210834612,0.603331602,0.185833786
13,62,0.255699694,0.558914595,0.185385711
13,63,0.252574287,0.544916623,0.20250909
13,64,0.250448877,0.541877483,0.20767364
13,65,0.244398016,0.535837942,0.219764042
13,66,0.216393276,0.547993451,0.235613273
13,67,0.203206102,0.562779689,0.234014209
14,46,0.545851043,0.225238043,0.228910914
14,47,0.59428014,0.199980506,0.205739354
14,48,0.626953118,0.196666815,0.176380067
14,49,0.45598398,0.304319938,0.239696081
14,50,0.463728464,0.334339931,0.201931605
14,51,0.314019475,0.457316402,0.228664122
14,52,0.18294913,0.563627167,0.253423703
14,53,0.158617729,0.606463079,0.234919193
14,54,0.137239894,0.642062502,0.220697604
14,56,0.093400465,0.668800598,0.237798938
14,57,0.149012142,0.658335867,0.192651992
14,58,0.183258941,0.644950429,0.17179063
14,59,0.174489813,0.645239472,0.180270715
14,60,0.193702236,0.638449342,0.167848423
14,61,0.227332246,0.606118684,0.16654907
14,62,0.242774897,0.592283254,0.164941848
14,63,0.237246183,0.591994508,0.170759309
14,64,0.238396892,0.582509354,0.179093754
14,65,0.247812725,0.548870326,0.203316949
14,66,0.212664771,0.549985814,0.237349416
14,67,0.174546099,0.58016958,0.245284322
14,68,0.180825192,0.594884224,0.224290584
14,69,0.158900747,0.608638846,0.232460407
15,45,0.489689414,0.250908888,0.259401698
15,46,0.412183732,0.288369812,0.299446456
15,47,0.476696131,0.251347981,0.271955888
15,48,0.56463575,0.216852045,0.218512204
15,49,0.407029317,0.305993472,0.286977211
15,50,0.454294796,0.328275658,0.217429545
15,51,0.359860618,0.422185815,0.217953567
15,52,0.186170747,0.570876977,0.242952277
15,53,0.172806882,0.596551222,0.230641897
15,54,0.156364467,0.614338543,0.22929699
15,55,0.135490492,0.637714403,0.226795105
15,57,0.189032874,0.605652275,0.205314851
15,58,0.208687932,0.610661974,0.180650095
15,59,0.187313016,0.631984354,0.18070263
15,60,0.210301192,0.627102089,0.162596719
15,61,0.232889007,0.616217381,0.150893612
15,62,0.241654389,0.61019272,0.148152891
15,63,0.234010648,0.612287763,0.153701589
15,64,0.23115481,0.603991381,0.164853809
15,65,0.240165664,0.573561175,0.186273161
15,66,0.21753106,0.562079662,0.220389279
15,67,0.174929838,0.575925844,0.249144318
15,68,0.185264375,0.59861671,0.216118915
15,69,0.171873358,0.612260095,0.215866547
16,45,0.470838262,0.259915331,0.269246407
16,46,0.230786809,0.373880252,0.395332939
16,47,0.272954147,0.3532578,0.373788053
16,48,0.366055929,0.304157507,0.329786564
16,49,0.272147273,0.347975168,0.379877559
16,50,0.430570258,0.331712618,0.237717124
16,51,0.385176572,0.41018183,0.204641598
16,52,0.180644421,0.571589129,0.24776645
16,53,0.175733389,0.589099151,0.23516746
16,54,0.176631254,0.593078977,0.23028977
16,57,0.165697466,0.590423815,0.243878719
16,58,0.224729529,0.580687374,0.194583097
16,59,0.196718427,0.621193177,0.182088396
16,60,0.222312996,0.62026548,0.157421524
16,61,0.237625039,0.620014652,0.142360309
16,62,0.242312124,0.619700924,0.137986952
16,63,0.234218378,0.623037941,0.142743681
16,64,0.233907306,0.607823056,0.158269638
16,65,0.235988115,0.588556377,0.175455509
16,66,0.241442516,0.561569323,0.196988162
16,67,0.202755171,0.564871162,0.232373666
16,68,0.171178503,0.57848374,0.250337757
16,69,0.178971836,0.61027818,0.210749985
17,45,0.433774916,0.279431663,0.286793421
17,46,0.231227877,0.373461483,0.39531064
17,47,0.24181656,0.374497307,0.383686133
17,48,0.27049465,0.364649617,0.364855734
17,49,0.358645387,0.33194555,0.309409063
17,50,0.395423804,0.353321004,0.251255193
17,51,0.35368203,0.429483853,0.216834118
17,52,0.194684522,0.563193717,0.24212176
17,53,0.163840835,0.601942389,0.234216776
17,54,0.175755499,0.588407046,0.235837455
17,55,0.183304197,0.56848753,0.248208273
17,60,0.207016818,0.634678091,0.158305091
17,61,0.214460147,0.641934426,0.143605427
17,62,0.223095491,0.642448812,0.134455698
17,63,0.230232981,0.631188523,0.138578497
17,64,0.237721319,0.614146551,0.14813213
17,65,0.236659075,0.59550205,0.167838875
17,66,0.242589635,0.569404651,0.188005715
17,67,0.245900342,0.543565427,0.210534232
17,68,0.186763054,0.550311695,0.262925251
17,69,0.181923443,0.589964999,0.228111558
17,70,0.178054443,0.601669976,0.220275581
18,45,0.336194344,0.331652608,0.332153048
18,46,0.214385594,0.38725685,0.398357556
18,47,0.24559944,0.37937307,0.37502749
18,48,0.311625613,0.353241659,0.335132728
18,49,0.405208841,0.321026819,0.27376434
18,50,0.413252943,0.35420837,0.232538687
18,51,0.276249475,0.48142626,0.242324265
18,52,0.20283023,0.555730395,0.241439376
18,53,0.166309897,0.597323435,0.236366668
18,54,0.171089258,0.596413852,0.23249689
18,55,0.203319801,0.567617195,0.229063004
18,64,0.239790156,0.613217091,0.146992753
18,65,0.244566191,0.588821887,0.166611922
18,66,0.251953619,0.561872248,0.186174133
18,67,0.268274223,0.525962454,0.205763323
18,68,0.22995841,0.530816096,0.239225493
19,45,0.317626278,0.349574149,0.332799573
19,46,0.189191203,0.408257427,0.40255137
19,47,0.218235099,0.409765634,0.371999267
19,48,0.319296421,0.361147006,0.319556573
19,49,0.433614519,0.314504344,0.251881137
19,50,0.428441214,0.352890678,0.218668109
19,51,0.304253758,0.466778544,0.228967698
19,52,0.2356508,0.534545851,0.22980335
19,53,0.210780711,0.573704255,0.215515033
19,54,0.199793949,0.591047375,0.209158676
19,55,0.190614371,0.592534064,0.216851566
19,64,0.246803838,0.603300896,0.149895266
19,65,0.253283198,0.579491339,0.167225463
19,66,0.268485313,0.543171349,0.188343338
19,67,0.285759153,0.511178021,0.203062826
19,69,0.24663856,0.50630191,0.24705953
19,70,0.221121336,0.542942965,0.235935699
20,45,0.184441242,0.419544289,0.396014469
20,46,0.152086279,0.436807566,0.411106156
20,47,0.17597745,0.43829555,0.385727
20,48,0.238343998,0.413980684,0.347675318
20,49,0.377243106,0.355747707,0.267009187
20,50,0.383416466,0.38765201,0.228931525
20,51,0.284407157,0.481204562,0.234388281
20,52,0.265181509,0.511176767,0.223641723
20,53,0.214498434,0.573014018,0.212487549
20,54,0.232679707,0.579578034,0.187742259
20,55,0.268638057,0.554765914,0.176596029
20,65,0.259442714,0.571787976,0.16876931
20,66,0.285237546,0.526799569,0.187962886
20,67,0.310568276,0.488300573,0.201131151
20,68,0.328521399,0.460126016,0.211352585
20,69,0.303813228,0.467500147,0.228686626
20,70,0.35335765,0.387760204,0.258882146
21,45,0.257955563,0.393946745,0.348097692
21,46,0.16150379,0.441493376,0.397002834
21,47,0.172572614,0.44438534,0.383042047
21,48,0.19793135,0.448308467,0.353760183
21,49,0.281198582,0.410744748,0.30805667
21,50,0.293553706,0.433711036,0.272735258
21,51,0.262839816,0.490665542,0.246494642
21,52,0.250598287,0.518802198,0.230599515
21,53,0.242400199,0.547414466,0.210185335
21,54,0.263814491,0.55198739,0.18419812
21,55,0.289547889,0.53780656,0.172645552
21,56,0.338068432,0.511679135,0.150252433
21,57,0.379147094,0.498570717,0.122282189
21,58,0.322603944,0.581565436,0.09583062
21,65,0.260426982,0.565957189,0.17361583
21,66,0.290763239,0.520830251,0.18840651
21,67,0.32569899,0.472841833,0.201459178
21,68,0.363848267,0.424998271,0.211153463
21,69,0.353030178,0.423763955,0.223205866
21,70,0.293864135,0.464527401,0.241608465
21,71,0.333779623,0.453579364,0.212641014
22,45,0.258283118,0.386052984,0.355663897
22,46,0.369653731,0.339731299,0.29061497
22,47,0.300311677,0.385452586,0.314235738
22,48,0.239944337,0.421640204,0.338415459
22,49,0.301749548,0.399625488,0.298624964
22,50,0.317674819,0.415470703,0.266854478
22,51,0.272432072,0.470216541,0.257351387
22,52,0.274580258,0.493084104,0.232335638
22,53,0.286928955,0.506070218,0.207000828
22,54,0.326580299,0.495717394,0.177702307
22,55,0.346289988,0.488288218,0.165421794
22,56,0.381959589,0.472999471,0.14504094
22,57,0.382718313,0.488689109,0.128592579
22,58,0.366304127,0.531014626,0.102681247
22,59,0.306500676,0.588842937,0.104656387
22,61,0.235927376,0.631597458,0.132475166
22,62,0.228621924,0.638504931,0.132873145
22,63,0.226918407,0.632174581,0.140907012
22,64,0.244788926,0.601213376,0.153997698
22,66,0.295925536,0.517408388,0.186666076
22,67,0.329452456,0.471386624,0.199160921
22,68,0.36255547,0.431332117,0.206112413
22,69,0.393794545,0.399977907,0.206227548
22,70,0.332988298,0.442812607,0.224199095
22,71,0.310512392,0.452199098,0.23728851
23,45,0.222037995,0.400836437,0.377125568
23,46,0.368749048,0.343132816,0.288118136
23,47,0.338440976,0.364992562,0.296566462
23,48,0.309641103,0.378213374,0.312145523
23,49,0.36142421,0.375711058,0.262864732
23,50,0.306125664,0.423356035,0.270518301
23,51,0.300723785,0.445537902,0.253738312
23,52,0.309777566,0.462131807,0.228090626
23,53,0.320923558,0.471814329,0.207262114
23,54,0.360666396,0.461057583,0.178276021
23,55,0.388161111,0.449493652,0.162345237
23,56,0.378743392,0.469170536,0.152086072
23,57,0.374560751,0.491199465,0.134239783
23,58,0.352133403,0.532980972,0.114885625
23,61,0.234430288,0.634022927,0.131546785
23,62,0.23110888,0.636015254,0.132875866
23,63,0.238120678,0.623776605,0.138102717
23,64,0.25672713,0.592363173,0.150909698
23,65,0.28617703,0.550421011,0.163401959
23,67,0.328513502,0.476437868,0.19504863
23,68,0.361044267,0.436003167,0.202952567
23,69,0.389909467,0.405517168,0.204573365
23,70,0.332535624,0.437903635,0.229560741
23,71,0.365576632,0.428946854,0.205476513
24,45,0.233657713,0.402917196,0.363425091
24,46,0.335784293,0.368036822,0.296178884
24,47,0.301836292,0.375516792,0.322646916
24,48,0.400037131,0.336294591,0.263668279
24,49,0.375575074,0.372513604,0.251911321
24,50,0.311614899,0.420495951,0.26788915
24,51,0.334306267,0.424403766,0.241289967
24,52,0.338451802,0.439338115,0.222210083
24,53,0.349429603,0.442450124,0.208120273
24,54,0.397308642,0.424832675,0.177858683
24,55,0.420159254,0.421326931,0.158513815
24,56,0.409211228,0.441542741,0.149246031
24,57,0.382054431,0.482447561,0.135498008
24,58,0.340345711,0.538188508,0.121465781
24,59,0.265690829,0.614034829,0.120274342
24,60,0.254079882,0.628151922,0.117768197
24,61,0.225440511,0.644049852,0.130509637
24,62,0.242766407,0.629884799,0.127348794
24,63,0.254070356,0.610844061,0.135085583
24,64,0.271290411,0.580570802,0.148138787
24,65,0.289461126,0.548507359,0.162031515
24,67,0.331901969,0.477466899,0.190631132
24,68,0.354684919,0.446197891,0.19911719
24,69,0.385595955,0.408212196,0.206191849
24,70,0.35355981,0.430100619,0.216339571
24,71,0.357254531,0.430267291,0.212478178
25,45,0.215004643,0.414950448,0.370044909
25,46,0.370068571,0.342603217,0.287328212
25,47,0.408157624,0.324001502,0.267840874
25,48,0.388793167,0.355464586,0.255742247
25,49,0.326348883,0.402057304,0.271593813
25,50,0.327795177,0.413210194,0.258994629
25,51,0.345488037,0.417569789,0.236942174
25,52,0.362604432,0.421490427,0.215905141
25,53,0.392913626,0.411383805,0.19570257
25,54,0.401649645,0.415974761,0.182375594
25,55,0.431306887,0.410286818,0.158406295
25,56,0.446272477,0.411465633,0.14226189
25,57,0.394083956,0.465903936,0.140012108
25,58,0.336361445,0.533159692,0.130478863
25,59,0.27273726,0.603759121,0.123503619
25,60,0.249503593,0.633342493,0.117153914
25,61,0.221530391,0.641380582,0.137089028
25,62,0.251599666,0.620074287,0.128326047
25,63,0.255595758,0.605628573,0.138775669
25,64,0.270717569,0.576821086,0.152461345
25,65,0.292859717,0.542230425,0.164909858
25,67,0.324949282,0.48162623,0.193424488
25,68,0.34618544,0.452707742,0.201106819
25,69,0.378781321,0.415004828,0.206213851
25,70,0.360058405,0.429825743,0.210115851
25,71,0.360277295,0.42676152,0.212961185
26,45,0.202995142,0.430481668,0.36652319
26,46,0.335406981,0.366047065,0.298545954
26,47,0.337957729,0.377479896,0.284562375
26,48,0.29760607,0.406049032,0.296344898
26,49,0.308278294,0.412674585,0.279047121
26,50,0.311293024,0.425236919,0.263470058
26,51,0.328006458,0.428482737,0.243510805
26,52,0.361712296,0.419176358,0.219111347
26,53,0.386168555,0.41564102,0.198190426
26,54,0.398741641,0.41621134,0.18504702
26,55,0.417348314,0.417378688,0.165272998
26,56,0.416203527,0.432114814,0.151681659
26,57,0.387542393,0.468697938,0.143759669
26,58,0.324040599,0.545711241,0.13024816
26,59,0.263459879,0.614908677,0.121631444
26,60,0.249678871,0.631721426,0.118599703
26,61,0.234058666,0.629689157,0.136252177
26,62,0.257320074,0.610870205,0.131809722
26,63,0.262461876,0.593162361,0.144375763
26,64,0.275877648,0.565889516,0.158232836
26,65,0.300082974,0.52876987,0.171147156
26,66,0.325767071,0.494032297,0.180200632
26,67,0.32857617,0.472232836,0.199190994
26,68,0.340816111,0.453369941,0.205813948
26,69,0.367335136,0.424891001,0.207773864
26,70,0.348752602,0.431624756,0.219622642
26,71,0.348235734,0.427741165,0.224023101
27,45,0.185033291,0.454898162,0.360068547
27,46,0.256733125,0.418831912,0.324434964
27,47,0.298781803,0.401216935,0.300001263
27,48,0.303343445,0.406918796,0.289737759
27,49,0.339223864,0.398514035,0.262262101
27,50,0.341864586,0.407394543,0.250740871
27,51,0.354520269,0.412888718,0.232591014
27,52,0.379236407,0.406955175,0.213808419
27,53,0.379491901,0.41841039,0.202097709
27,54,0.405184354,0.412593858,0.182221788
27,55,0.416220394,0.420264866,0.163514741
27,56,0.39774193,0.447609412,0.154648657
27,57,0.366950721,0.487441741,0.145607538
27,58,0.306734696,0.552225917,0.141039387
27,59,0.250824057,0.613675405,0.135500537
27,60,0.262052573,0.617467092,0.120480335
27,61,0.242348729,0.620810911,0.13684036
27,62,0.255524705,0.605512996,0.138962299
27,63,0.266069964,0.580887778,0.153042258
27,64,0.281498322,0.550601561,0.167900118
27,65,0.309881172,0.511349541,0.178769288
27,66,0.319338847,0.478134335,0.202526818
27,67,0.329818372,0.461146201,0.209035427
27,68,0.340898911,0.451819998,0.207281091
27,69,0.355919517,0.432673364,0.211407119
27,70,0.359840018,0.4252304,0.214929582
27,71,0.326699772,0.433932043,0.239368185
28,45,0.161290416,0.468630055,0.370079529
28,46,0.256098712,0.429799379,0.314101909
28,47,0.305210378,0.410981852,0.28380777
28,48,0.325337462,0.405426675,0.269235863
28,49,0.355752731,0.389921665,0.254325604
28,50,0.357224836,0.398883307,0.243891858
28,51,0.360148381,0.410304538,0.229547081
28,52,0.373982026,0.411524997,0.214492977
28,53,0.384395748,0.416537961,0.199066291
28,54,0.398625596,0.419367048,0.182007356
28,55,0.395335371,0.437284216,0.167380412
28,56,0.376181041,0.466693966,0.157124993
28,57,0.315833498,0.516330674,0.167835829
28,58,0.28831001,0.556840219,0.154849772
28,59,0.255068686,0.595391292,0.149540023
28,60,0.249294663,0.605677563,0.145027774
28,61,0.262781925,0.596395221,0.140822854
28,62,0.269408968,0.581436862,0.14915417
28,63,0.288379699,0.55158037,0.160039931
28,64,0.303861459,0.522342291,0.173796251
28,65,0.32159258,0.488765651,0.189641768
28,66,0.325582697,0.458820179,0.215597124
28,67,0.33632483,0.446596458,0.217078712
28,68,0.339633407,0.446991249,0.213375344
28,69,0.356630693,0.427196605,0.216172702
28,70,0.36052335,0.424968018,0.214508632
28,71,0.328676868,0.433683659,0.237639473
29,46,0.218017713,0.456578349,0.325403938
29,47,0.312321159,0.411636668,0.276042173
29,48,0.348218252,0.393652107,0.258129641
29,49,0.348630372,0.394743258,0.25662637
29,50,0.344962798,0.406816802,0.2482204
29,51,0.366795639,0.405564177,0.227640184
29,52,0.368617583,0.415009104,0.216373313
29,53,0.375934348,0.422063847,0.202001805
29,54,0.390091069,0.427690476,0.182218456
29,55,0.376964069,0.45065897,0.172376961
29,56,0.372202127,0.469430537,0.158367336
