Lon,Lat,C_K_L_ESM,B_K_L_ESM,U_K_L_ESM
27,70,0.378775019,0.355895668,0.265329313
27,71,0.297309155,0.382072337,0.320618508
28,45,0.303829956,0.365402806,0.330767238
28,46,0.437615752,0.32627417,0.236110079
28,47,0.509075527,0.298820427,0.192104046
28,48,0.541625952,0.283137178,0.17523687
28,49,0.546472985,0.276872935,0.17665408
28,50,0.543080387,0.278789923,0.17812969
28,51,0.583076504,0.26208973,0.154833766
28,52,0.581385304,0.26055463,0.158060066
28,53,0.59830374,0.248319782,0.153376478
28,54,0.607661482,0.242532363,0.149806155
28,55,0.61141301,0.244332376,0.144254614
28,56,0.609668238,0.252079807,0.138251955
28,57,0.532024861,0.296710288,0.171264852
28,58,0.514957622,0.320250285,0.164792093
28,59,0.503049331,0.339507883,0.157442787
28,60,0.508644704,0.344036153,0.147319142
28,61,0.553620942,0.320501229,0.125877829
28,62,0.570726442,0.307799577,0.121473981
28,63,0.597468125,0.283416935,0.11911494
28,64,0.598967888,0.274202771,0.126829341
28,65,0.578197516,0.274053208,0.147749276
28,66,0.523649203,0.288282517,0.18806828
28,67,0.488897989,0.300033217,0.211068795
28,68,0.461068651,0.3159288,0.223002549
28,69,0.420594649,0.336351797,0.243053554
28,70,0.380910263,0.354335368,0.264754369
28,71,0.297097826,0.380067735,0.322834439
29,46,0.428383301,0.33405726,0.237559439
29,47,0.543400617,0.285324257,0.171275126
29,48,0.554412095,0.277446208,0.168141697
29,49,0.542107238,0.278629812,0.17926295
29,50,0.550415026,0.275191614,0.17439336
29,51,0.559597032,0.272781751,0.167621217
29,52,0.568983777,0.265904043,0.16511218
29,53,0.580835303,0.256049778,0.163114919
29,54,0.619625733,0.238065353,0.142308914
29,55,0.603934415,0.249704048,0.146361537
29,56,0.621637536,0.246894426,0.131468037
29,57,0.537732616,0.293017295,0.169250089
29,58,0.516329977,0.31858521,0.165084813
29,59,0.51467166,0.330061143,0.155267197
29,60,0.516098134,0.33539269,0.148509177
29,61,0.566463637,0.310047987,0.123488375
29,62,0.593732275,0.289506193,0.116761533
29,63,0.609639877,0.273610603,0.11674952
29,64,0.603423892,0.26927377,0.127302338
29,65,0.574023845,0.273473412,0.152502743
29,66,0.51675593,0.284867894,0.198376176
29,67,0.484616508,0.296696283,0.218687209
29,68,0.454008278,0.315765493,0.230226229
29,69,0.40617803,0.339731612,0.254090357
29,70,0.374518508,0.355748539,0.269732953
29,71,0.31862482,0.374945302,0.306429877
