Lon,Lat,C_K_L_ESM,B_K_L_ESM,U_K_L_ESM
5,59,0.06847369,0.253035403,0.678490907
5,60,0.087058481,0.230972125,0.681969394
5,61,0.106428446,0.216712168,0.676859386
5,62,0.110143587,0.256247693,0.633608721
5,63,0.115425155,0.252336781,0.632238064
6,45,0.391145065,0.087556095,0.52129884
6,46,0.332912892,0.156544667,0.510542442
6,47,0.277709681,0.212500578,0.509789741
6,48,0.239109088,0.258275587,0.502615326
6,49,0.174774725,0.272288068,0.552937206
6,50,0.120512046,0.26766295,0.611825003
6,51,0.097760158,0.316079764,0.586160079
6,52,0.039834159,0.252066779,0.708099063
6,53,0.037614672,0.242032046,0.720353282
6,54,0.035920947,0.233473834,0.730605219
6,59,0.136868474,0.202061344,0.661070182
6,60,0.154150921,0.201145685,0.644703394
6,61,0.165560615,0.196110589,0.638328796
6,62,0.136482583,0.247985211,0.615532206
6,63,0.128218205,0.264656604,0.607125191
7,45,0.271022401,0.08169026,0.647287339
7,46,0.387881883,0.088450681,0.523667436
7,47,0.324776055,0.195794819,0.479429126
7,48,0.255187765,0.24353369,0.501278546
7,49,0.203137953,0.262893019,0.533969028
7,50,0.153708306,0.276268231,0.570023463
7,51,0.100073367,0.293916032,0.606010601
7,52,0.069177649,0.298230912,0.632591439
7,53,0.045333772,0.264700087,0.689966141
7,54,0.043544071,0.257664951,0.698790978
7,59,0.168741509,0.184478884,0.646779608
7,60,0.202216037,0.167533508,0.630250455
7,61,0.23841564,0.165767376,0.595816984
7,62,0.188102326,0.207734824,0.60416285
7,63,0.136269735,0.27072404,0.593006225
8,45,0.114848101,0.131182368,0.753969532
8,46,0.234554265,0.07267347,0.692772265
8,47,0.352887219,0.156137815,0.490974967
8,48,0.277190583,0.208271158,0.514538258
8,49,0.238762874,0.280663621,0.480573504
8,50,0.128258857,0.257102203,0.61463894
8,51,0.126098531,0.283727114,0.590174355
8,52,0.097193287,0.328007241,0.574799473
8,53,0.050233435,0.285456654,0.664309911
8,54,0.045936582,0.275486419,0.678577
8,55,0.045820633,0.274039425,0.680139941
8,56,0.050656524,0.279385171,0.669958305
8,57,0.051064067,0.277059982,0.67187595
8,59,0.157130366,0.238274041,0.604595593
8,60,0.228808069,0.19303392,0.578158012
8,61,0.321084019,0.151403122,0.527512859
8,62,0.175224743,0.192658459,0.632116798
8,63,0.124381413,0.276998675,0.598619912
8,64,0.187141809,0.261392227,0.551465964
9,45,0.132811584,0.131472648,0.735715769
9,46,0.25412791,0.062298752,0.683573338
9,47,0.333570006,0.131010836,0.535419159
9,48,0.290568864,0.188162076,0.521269059
9,49,0.216408056,0.244013545,0.5395784
9,50,0.178210578,0.260245885,0.561543537
9,51,0.156669655,0.293967412,0.549362932
9,52,0.103383774,0.335791679,0.560824547
9,53,0.058061003,0.308101184,0.633837814
9,54,0.048283209,0.302452319,0.649264472
9,55,0.04976792,0.310913331,0.639318749
9,56,0.057938701,0.329353352,0.612707947
9,57,0.067294337,0.342481575,0.590224088
9,58,0.081314797,0.353134406,0.565550797
9,59,0.137360532,0.316543962,0.546095506
9,60,0.223758443,0.257159221,0.519082336
9,61,0.330793595,0.193077274,0.476129131
9,62,0.292073637,0.17465954,0.533266822
9,63,0.147213259,0.281607796,0.571178946
9,64,0.222457844,0.264531075,0.513011081
10,45,0.216070772,0.132180767,0.651748462
10,46,0.411194902,0.049050322,0.539754776
10,47,0.261634137,0.124556116,0.613809747
10,48,0.348459271,0.170563189,0.48097754
10,49,0.247967923,0.213654405,0.538377672
10,50,0.23240351,0.235514917,0.532081573
10,51,0.187946753,0.267454806,0.544598441
10,52,0.12898462,0.322872454,0.548142926
10,53,0.072889365,0.322267882,0.604842753
10,54,0.056397621,0.338106585,0.605495794
10,55,0.051926788,0.367337548,0.580735664
10,56,0.054211247,0.386521072,0.559267682
10,57,0.070747883,0.404067235,0.525184882
10,58,0.097131372,0.41000114,0.492867489
10,60,0.204382174,0.3159864,0.479631426
10,61,0.339959553,0.223423726,0.436616722
10,62,0.351226777,0.195732523,0.4530407
10,63,0.224147724,0.25596087,0.519891405
10,64,0.240508662,0.274010339,0.485480999
10,65,0.238504331,0.271273745,0.490221924
11,45,0.162463702,0.13058262,0.706953678
11,46,0.403744808,0.063501501,0.532753691
11,47,0.482733302,0.084384318,0.43288238
11,48,0.404617518,0.160084603,0.435297879
11,49,0.312278494,0.185369191,0.502352315
11,50,0.292189567,0.206299983,0.501510451
11,51,0.236245854,0.260841377,0.502912769
11,52,0.124115629,0.30056452,0.575319851
11,53,0.083860385,0.323788033,0.592351582
11,54,0.07349448,0.373469916,0.553035604
11,55,0.058548387,0.411641232,0.529810381
11,56,0.059878993,0.45173486,0.488386147
11,58,0.104443367,0.449188871,0.446367762
11,59,0.166046586,0.412477858,0.421475556
11,60,0.240668491,0.347885166,0.411446343
11,61,0.347078338,0.25275134,0.400170321
11,62,0.390613687,0.201206164,0.408180149
11,63,0.280496045,0.245967464,0.473536491
11,64,0.277833099,0.272671283,0.449495619
11,65,0.261866069,0.285066963,0.453066968
12,45,0.174419472,0.158355359,0.667225169
12,46,0.286104295,0.067725761,0.646169944
12,47,0.554724969,0.075895017,0.369380014
12,48,0.469752127,0.153806499,0.376441374
12,49,0.38651534,0.163360168,0.450124493
12,50,0.409560098,0.178575886,0.411864016
12,51,0.296245789,0.254952588,0.448801624
12,52,0.155988989,0.29194553,0.552065481
12,53,0.122088556,0.323426717,0.554484727
12,54,0.093236487,0.390420699,0.516342814
12,55,0.077426828,0.43622594,0.486347232
12,56,0.069586434,0.472897822,0.457515744
12,57,0.094026627,0.475259343,0.43071403
12,58,0.135766189,0.459192917,0.405040894
12,59,0.198205411,0.417847336,0.383947253
12,60,0.28855084,0.343373253,0.368075907
12,61,0.393796267,0.252870043,0.35333369
12,62,0.421881706,0.205989921,0.372128373
12,63,0.314799015,0.233315127,0.451885857
12,64,0.283374823,0.261264769,0.455360408
12,65,0.279907612,0.273289475,0.446802913
12,66,0.247537542,0.301181829,0.45128063
13,46,0.279951939,0.083763494,0.636284567
13,47,0.596351259,0.074901279,0.328747462
13,48,0.562111352,0.127609445,0.310279203
13,49,0.49934366,0.143490122,0.357166218
13,50,0.476374965,0.169266637,0.354358399
13,51,0.360137553,0.233201705,0.406660742
13,52,0.193387408,0.278967956,0.527644636
13,53,0.149308344,0.316324293,0.534367363
13,54,0.112369587,0.383088593,0.50454182
13,55,0.095463357,0.424574925,0.479961718
13,56,0.098868414,0.449843144,0.451288442
13,57,0.132398906,0.449886344,0.417714749
13,58,0.19053748,0.445880595,0.363581925
13,59,0.249785315,0.40905658,0.341158105
13,60,0.340311252,0.325301935,0.334386813
13,61,0.435071938,0.25600639,0.308921672
13,62,0.465129989,0.22020066,0.314669351
13,63,0.360345309,0.244372151,0.39528254
13,64,0.394030866,0.226168563,0.379800571
13,65,0.353581596,0.231957312,0.414461092
13,66,0.263890375,0.283545185,0.45256444
13,67,0.244084466,0.317775489,0.438140045
14,46,0.498880251,0.099706312,0.401413437
14,47,0.575297004,0.084004559,0.340698437
14,48,0.586594592,0.118640138,0.294765271
14,49,0.492076473,0.146667721,0.361255805
14,50,0.44781059,0.177890872,0.374298538
14,51,0.345991703,0.224697913,0.429310385
14,52,0.230977458,0.27281257,0.496209972
14,53,0.170030311,0.311625824,0.518343866
14,54,0.134241489,0.357861347,0.507897163
14,56,0.123280732,0.419987664,0.456731605
14,57,0.170147431,0.414243213,0.415609356
14,58,0.241652432,0.405545941,0.352801627
14,59,0.311297265,0.366298978,0.322403757
14,60,0.399721071,0.307496639,0.29278229
14,61,0.472773734,0.258595606,0.26863066
14,62,0.487745078,0.243888546,0.268366376
14,63,0.477176157,0.243929481,0.278894362
14,64,0.49401952,0.211312978,0.294667503
14,65,0.408772586,0.21347476,0.377752654
14,66,0.299169287,0.241910855,0.458919858
14,67,0.187640702,0.35111587,0.461243428
14,68,0.230712923,0.347748937,0.421538141
14,69,0.162798259,0.377624451,0.45957729
15,45,0.434000964,0.145308321,0.420690716
15,46,0.434252422,0.137189946,0.428557633
15,47,0.508196764,0.10849587,0.383307366
15,48,0.53719359,0.131355776,0.331450634
15,49,0.457705641,0.149046955,0.393247404
15,50,0.476860156,0.163999081,0.359140763
15,51,0.386672636,0.212982452,0.400344912
15,52,0.252580924,0.261611777,0.485807298
15,53,0.205652329,0.293905174,0.500442497
15,54,0.162928379,0.346905488,0.490166133
15,55,0.134040079,0.375211594,0.490748327
15,57,0.20463092,0.371213979,0.424155101
15,58,0.277641135,0.366542212,0.355816653
15,59,0.33827526,0.34420853,0.31751621
15,60,0.423868332,0.298181384,0.277950284
15,61,0.490947934,0.264452392,0.244599674
15,62,0.515635212,0.246500412,0.237864376
15,63,0.510021417,0.245421071,0.244557512
15,64,0.499687846,0.233828425,0.266483729
15,65,0.473737871,0.214913576,0.311348553
15,66,0.343105966,0.233736935,0.423157099
15,67,0.190865344,0.368391362,0.440743294
15,68,0.240813858,0.357688129,0.401498014
15,69,0.198867102,0.396902487,0.404230411
16,45,0.428654315,0.174375608,0.396970078
16,46,0.349737751,0.167143409,0.48311884
16,47,0.393899593,0.160013348,0.446087059
16,48,0.40694344,0.174362877,0.418693684
16,49,0.367373962,0.162630249,0.46999579
16,50,0.448754875,0.166435489,0.384809637
16,51,0.395827798,0.222606855,0.381565347
16,52,0.253550367,0.257456251,0.488993383
16,53,0.220012771,0.277411829,0.5025754
16,54,0.194666039,0.323222796,0.482111164
16,55,0.16899505,0.343120291,0.487884659
16,57,0.212392222,0.349270215,0.438337564
16,58,0.29812916,0.333971113,0.367899727
16,59,0.364198978,0.317623127,0.318177895
16,60,0.435233248,0.291507031,0.273259721
16,61,0.492723176,0.270447102,0.236829722
16,62,0.521474149,0.251520366,0.227005486
16,63,0.525971719,0.248217949,0.225810332
16,64,0.505050861,0.247301481,0.247647658
16,65,0.478090483,0.240916607,0.28099291
16,66,0.420955924,0.232109015,0.346935061
16,67,0.290295001,0.284100857,0.425604142
16,68,0.163605193,0.421192879,0.415201928
16,69,0.201118033,0.432542684,0.366339283
17,45,0.447267932,0.180104547,0.372627521
17,46,0.361965934,0.18330552,0.454728546
17,47,0.354197923,0.186624884,0.459177193
17,48,0.362096008,0.188575876,0.449328117
17,49,0.363890284,0.177044088,0.459065629
17,50,0.391899634,0.192856681,0.415243685
17,51,0.350083962,0.230630223,0.419285816
17,52,0.272475848,0.255912883,0.471611269
17,53,0.229811561,0.26872619,0.50146225
17,54,0.211823042,0.290677069,0.497499888
17,55,0.187039289,0.310841058,0.502119654
17,59,0.377983705,0.298042286,0.32397401
17,60,0.414454844,0.298532267,0.287012889
17,61,0.458959882,0.295287409,0.245752709
17,62,0.494787002,0.27824999,0.226963009
17,63,0.521269638,0.255017214,0.223713148
17,64,0.521956195,0.244557825,0.23348598
17,65,0.46591933,0.268540256,0.265540414
17,66,0.427531735,0.264561193,0.307907072
17,67,0.375803367,0.254052655,0.370143979
17,68,0.161128394,0.412404591,0.426467015
17,69,0.153825367,0.483703429,0.362471204
17,70,0.168020652,0.463955724,0.368023625
18,45,0.411034795,0.206162654,0.382802551
18,46,0.33884851,0.203339656,0.457811834
18,47,0.354065608,0.203824362,0.44211003
18,48,0.388921917,0.182785926,0.428292156
18,49,0.418714257,0.174899601,0.406386141
18,50,0.407704945,0.209370737,0.382924317
18,51,0.345554133,0.231001756,0.423444112
18,52,0.277745503,0.258997922,0.463256575
18,53,0.230179035,0.272338642,0.497482323
18,54,0.216306202,0.281244218,0.50244958
18,55,0.216535029,0.284011177,0.499453794
18,58,0.33598757,0.288495255,0.375517175
18,60,0.411918023,0.29441717,0.293664807
18,61,0.44131974,0.297975039,0.260705221
18,63,0.501389863,0.273330767,0.22527937
18,64,0.50604979,0.26413157,0.229818641
18,65,0.480968378,0.272551661,0.246479961
18,66,0.446867242,0.27877753,0.274355228
18,67,0.390869366,0.268544804,0.34058583
18,68,0.268449539,0.340724602,0.390825859
18,69,0.127605292,0.488983356,0.383411352
18,70,0.188505019,0.461429587,0.350065395
19,45,0.403641702,0.224991634,0.371366664
19,46,0.304022156,0.231138054,0.464839791
19,47,0.374866927,0.217548151,0.407584922
19,48,0.451660794,0.169966802,0.378372404
19,49,0.512002425,0.156446752,0.331550824
19,50,0.459443553,0.209538883,0.331017564
19,51,0.353917495,0.238181573,0.407900933
19,52,0.286774704,0.260437643,0.452787654
19,53,0.24217609,0.269175659,0.488648251
19,54,0.227280707,0.279519819,0.493199474
19,55,0.212227464,0.272226026,0.51554651
19,64,0.485042893,0.283500372,0.231456735
19,65,0.479207548,0.282539627,0.238252825
19,66,0.439000195,0.299949075,0.26105073
19,67,0.389641565,0.303904596,0.306453839
19,68,0.35496112,0.305907963,0.339130918
19,69,0.190410216,0.431354475,0.378235309
19,70,0.176163946,0.467613563,0.356222492
20,45,0.335377365,0.25052687,0.414095765
20,46,0.294331304,0.251098939,0.454569758
20,47,0.334335467,0.24840162,0.417262914
20,48,0.437735895,0.199364356,0.362899749
20,49,0.505748134,0.18009184,0.314160027
20,50,0.452626391,0.234185074,0.313188536
20,51,0.324592864,0.256464124,0.418943012
20,52,0.288011765,0.267346038,0.444642197
20,53,0.25749406,0.259082874,0.483423066
20,54,0.264433701,0.263217252,0.472349048
20,55,0.276200556,0.261766722,0.462032722
20,64,0.455335808,0.308310151,0.236354041
20,65,0.451930443,0.307170821,0.240898736
20,66,0.432626008,0.312990275,0.254383717
20,67,0.408677966,0.309089992,0.282232043
20,68,0.356421219,0.301995009,0.341583772
20,69,0.267638024,0.358051952,0.374310024
20,70,0.139313656,0.487720167,0.372966177
20,71,0.153940307,0.472854823,0.37320487
21,45,0.408811746,0.24382216,0.347366095
21,46,0.351203081,0.258707987,0.390088933
21,47,0.354281842,0.265196007,0.380522151
21,48,0.417416164,0.243875735,0.338708101
21,49,0.442468993,0.231600706,0.325930302
21,50,0.394999842,0.268622955,0.336377203
21,51,0.319855517,0.276777279,0.403367204
21,52,0.291039696,0.275975233,0.432985071
21,53,0.282354874,0.263423179,0.454221947
21,54,0.295971151,0.261145252,0.442883597
21,55,0.308843503,0.253857345,0.437299153
21,56,0.384034803,0.232076108,0.383889089
21,57,0.44319657,0.228454551,0.32834888
21,58,0.464693757,0.237966086,0.297340157
21,61,0.43417214,0.305791749,0.260036111
21,62,0.453776732,0.307769376,0.238453892
21,63,0.438902792,0.328390113,0.232707095
21,64,0.419888532,0.342677184,0.237434284
21,65,0.405107498,0.349889264,0.245003238
21,66,0.42344375,0.32147438,0.25508187
21,67,0.41116642,0.311229094,0.277604486
21,68,0.387469859,0.291578472,0.320951669
21,69,0.301021505,0.311928805,0.38704969
21,70,0.203035976,0.42428927,0.372674754
21,71,0.243276858,0.400324414,0.356398728
22,45,0.475501717,0.192474761,0.332023523
22,46,0.547592001,0.191747273,0.260660726
22,47,0.459206707,0.251278927,0.289514367
22,48,0.441505138,0.248025785,0.310469077
22,49,0.485555538,0.224654023,0.289790439
22,50,0.427658707,0.271713597,0.300627696
22,51,0.339783441,0.282693415,0.377523144
22,52,0.320033489,0.276028607,0.403937904
22,53,0.318905055,0.262300808,0.418794137
22,54,0.332760244,0.252034041,0.415205715
22,55,0.350717976,0.241320243,0.407961781
22,56,0.409204394,0.22627271,0.364522897
22,57,0.440562895,0.233964311,0.325472794
22,58,0.46542108,0.247041818,0.287537102
22,59,0.43802597,0.276141476,0.285832555
22,61,0.437092304,0.303741705,0.259165991
22,62,0.465531096,0.30347671,0.230992194
22,63,0.441676373,0.332684658,0.225638969
22,64,0.418234589,0.347463823,0.234301588
22,66,0.404049097,0.339015925,0.256934978
22,67,0.407496291,0.317726042,0.274777667
22,68,0.398743956,0.298628919,0.302627125
22,69,0.337022791,0.295392689,0.36758452
22,70,0.24233981,0.377160147,0.380500043
22,71,0.210972348,0.412030253,0.376997399
23,45,0.475694195,0.182292222,0.342013583
23,46,0.554427853,0.192569293,0.253002854
23,47,0.496174116,0.232685013,0.271140871
23,48,0.520238097,0.196428293,0.28333361
23,49,0.529791514,0.22387699,0.246331496
23,50,0.428401752,0.269208151,0.302390097
23,51,0.357433559,0.283775781,0.35879066
23,52,0.354255931,0.271398842,0.374345227
23,53,0.347385657,0.25968478,0.392929563
23,54,0.358490881,0.252403024,0.389106095
23,55,0.367213848,0.245749243,0.387036909
23,56,0.389704501,0.246553944,0.363741555
23,57,0.410115156,0.257293507,0.332591337
23,58,0.439377632,0.266982245,0.293640123
23,59,0.428656771,0.293772057,0.277571172
23,60,0.438909712,0.298463539,0.262626748
23,61,0.448910155,0.305484971,0.245604874
23,62,0.466410618,0.309404075,0.224185307
23,63,0.461016298,0.323858932,0.21512477
23,64,0.429123041,0.347780234,0.223096725
23,65,0.406719882,0.357222849,0.236057269
23,66,0.405463054,0.340009941,0.254527006
23,67,0.409342605,0.320001594,0.270655802
23,68,0.404748733,0.298181583,0.297069684
23,69,0.361823495,0.298250464,0.339926041
23,70,0.253546051,0.367322798,0.379131151
23,71,0.280343206,0.36783303,0.351823764
24,45,0.485049362,0.192723636,0.322227002
24,46,0.499582617,0.228219764,0.27219762
24,47,0.514073895,0.180918844,0.305007261
24,48,0.580413272,0.180713129,0.2388736
24,49,0.49711449,0.249481518,0.253403992
24,50,0.396179019,0.278889431,0.324931549
24,51,0.384825503,0.279062424,0.336112073
24,52,0.394977408,0.264025952,0.34099664
24,53,0.35465185,0.264313239,0.381034911
24,54,0.365453076,0.255245458,0.379301466
24,55,0.375153169,0.252325856,0.372520975
24,56,0.370339934,0.263092496,0.36656757
24,57,0.400088542,0.269476054,0.330435404
24,58,0.42954641,0.279080915,0.291372675
24,59,0.407947101,0.315071992,0.276980906
24,60,0.417712465,0.321197133,0.261090403
24,61,0.44010143,0.321476966,0.238421604
24,62,0.471890432,0.313568879,0.21454069
24,63,0.477572267,0.316480229,0.205947504
24,64,0.45202751,0.338383319,0.209589171
24,65,0.419661172,0.352616611,0.227722217
24,66,0.418458775,0.333942159,0.247599067
24,67,0.422718376,0.31400559,0.263276034
24,68,0.428293215,0.290632594,0.281074192
24,69,0.377350228,0.294833996,0.327815776
24,70,0.307481105,0.335142806,0.35737609
24,71,0.286536028,0.367171972,0.346292001
25,45,0.455613152,0.200077132,0.344309716
25,46,0.570101658,0.170337895,0.259560447
25,47,0.589502476,0.163102256,0.247395268
25,48,0.520281529,0.237494202,0.242224269
25,49,0.420796979,0.265279566,0.313923455
25,50,0.393686891,0.27893187,0.327381239
25,51,0.381427137,0.282282414,0.336290449
25,52,0.406543871,0.265800539,0.32765559
25,53,0.382037613,0.262611331,0.355351056
25,54,0.378109185,0.256953036,0.364937779
25,55,0.402699021,0.254392692,0.342908287
25,56,0.410867252,0.260412425,0.328720323
25,57,0.415007137,0.272929943,0.31206292
25,58,0.425098239,0.291197213,0.283704548
25,59,0.425257123,0.317546123,0.257196755
25,60,0.431929028,0.330845921,0.237225051
25,61,0.432648928,0.336199117,0.231151955
25,62,0.460849246,0.329905184,0.20924557
25,63,0.476718222,0.321570739,0.201711039
25,64,0.461234105,0.332295872,0.206470023
25,65,0.440400162,0.338440156,0.221159683
25,66,0.445745809,0.318757238,0.235496954
25,67,0.439493357,0.305457953,0.25504869
25,68,0.43661972,0.293532548,0.269847732
25,69,0.392617451,0.299750872,0.307631678
25,70,0.332759009,0.333167471,0.334073521
25,71,0.314701773,0.359873234,0.325424993
26,45,0.429268409,0.23220866,0.338522931
26,46,0.495390568,0.21382372,0.290785713
26,47,0.45860073,0.259177744,0.282221526
26,48,0.413492985,0.280788602,0.305718413
26,49,0.405507695,0.270593951,0.323898354
26,50,0.372310423,0.281286031,0.346403547
26,51,0.374239091,0.284640614,0.341120296
26,52,0.403829875,0.271110409,0.325059716
26,53,0.402641249,0.263001322,0.334357429
26,54,0.392292954,0.264787348,0.342919699
26,55,0.405930169,0.266592677,0.327477154
26,56,0.412454735,0.275339617,0.312205647
26,57,0.419591302,0.286533788,0.29387491
26,58,0.419774899,0.30608299,0.274142112
26,59,0.42629389,0.327454461,0.24625165
26,60,0.431951724,0.345270808,0.222777468
26,61,0.444232173,0.339079208,0.216688619
26,62,0.465176562,0.333284167,0.201539271
26,63,0.477321649,0.323544415,0.199133937
26,64,0.481920667,0.317953418,0.200125916
26,65,0.470187652,0.316397998,0.21341435
26,66,0.467329028,0.304045141,0.228625831
26,67,0.459133223,0.295381362,0.245485415
26,68,0.447879648,0.292929076,0.259191275
26,69,0.43173929,0.287086576,0.281174134
26,70,0.340320681,0.333061284,0.326618035
26,71,0.307067336,0.366061629,0.326871035
27,45,0.3394383,0.316172527,0.344389173
27,46,0.384548391,0.293439006,0.322012603
27,47,0.3772186,0.302341366,0.320440034
27,48,0.418562067,0.277913072,0.303524862
27,49,0.419013969,0.268151336,0.312834695
27,50,0.373626278,0.283074803,0.34329892
27,51,0.391654196,0.281696726,0.326649078
27,52,0.395819171,0.279275948,0.324904881
27,53,0.401930371,0.269073227,0.328996402
27,54,0.402197107,0.268796458,0.329006435
27,55,0.412759951,0.277832957,0.309407092
27,56,0.4192455,0.286475098,0.294279403
27,57,0.417948171,0.304402541,0.277649287
27,58,0.415070515,0.326072223,0.258857262
27,59,0.423488312,0.342532189,0.233979499
27,60,0.443913013,0.348376156,0.207710831
27,61,0.445085665,0.344738116,0.21017622
27,62,0.45840893,0.339617127,0.201973943
27,63,0.47385869,0.325065378,0.201075932
27,64,0.497863356,0.303481342,0.198655302
27,65,0.487444875,0.298465902,0.214089223
27,66,0.469359527,0.297321629,0.233318844
27,67,0.464878677,0.291548,0.243573324
27,68,0.460243226,0.291382174,0.248374601
27,69,0.434947673,0.301563881,0.263488446
27,70,0.388694494,0.318433691,0.292871815
27,71,0.276209955,0.383598089,0.340191956
28,45,0.299341878,0.320253792,0.380404331
28,46,0.397323325,0.296610274,0.306066402
28,47,0.420475868,0.28674054,0.292783592
